Accelerationx,Accelerationy,Accelerationz,Gyrox,Gyroy,Gyroz
0.153079,0.026037,-9.738116,-0.006787,0.006925,0.001043
0.152032,0.04115,-9.730036,-0.005242,0.008318,0.000425
0.146944,0.02873,-9.717765,-0.007287,0.008032,0.001705
0.150685,0.041001,-9.727492,-0.006341,0.00849,0.001006
0.147992,0.033519,-9.711331,-0.007595,0.008606,0.002703
0.16116,0.032022,-9.719711,-0.00582,0.00786,0.000821
0.150685,0.02469,-9.7239,-0.005314,0.008438,0.003731
0.149189,0.031274,-9.708188,-0.007159,0.00674,-0.00131
0.159813,0.035913,-9.735123,-0.005488,0.011247,0.000913
0.156222,0.025738,-9.710283,-0.008667,0.008363,-0.00044
0.158915,0.03726,-9.726295,-0.006189,0.008859,0.003618
0.165499,0.029928,-9.747394,-0.007639,0.009613,0.001462
0.164003,0.035464,-9.723003,-0.005688,0.008654,-2.1e-05
0.161908,0.026486,-9.74485,-0.00319,0.008896,0.001825
0.156671,0.037409,-9.766098,-0.005665,0.009073,0.001844
0.164452,0.032621,-9.752631,-0.008018,0.008618,0.003255
0.151733,0.032172,-9.747244,-0.004903,0.007234,-0.000394
0.157419,0.03307,-9.717316,-0.005185,0.009221,0.002784
0.155174,0.03292,-9.742007,-0.006049,0.006243,0.000739
0.152181,0.027833,-9.748591,-0.006255,0.007567,0.000371
0.155773,0.032771,-9.739463,-0.005765,0.008448,0.003164
0.155922,0.031574,-9.756821,-0.004095,0.008965,-0.000409
0.157568,0.028282,-9.736769,-0.006205,0.007529,0.000942
0.159663,0.038158,-9.736919,-0.005956,0.007262,-0.001418
0.152481,0.027234,-9.724349,-0.008022,0.008194,0.001896
0.151882,0.031274,-9.740809,-0.007947,0.009579,0.001761
0.157419,0.037559,-9.758167,-0.006309,0.008984,0.004131
0.164302,0.03696,-9.746496,-0.006577,0.00908,0.002776
0.154276,0.043395,-9.743802,-0.006853,0.006626,0.001972
0.153678,0.034566,-9.730933,-0.005411,0.011884,0.003043
0.155922,0.031574,-9.717466,-0.005209,0.007164,0.000862
0.149338,0.025738,-9.712079,-0.006342,0.006957,0.002863
0.150535,0.039055,-9.730335,-0.005772,0.008032,0.001843
0.153827,0.034117,-9.713725,-0.004716,0.007059,0.003665
0.154426,0.034417,-9.735722,-0.009084,0.009817,0.001188
0.164751,0.02873,-9.730036,-0.004416,0.008064,0.000691
0.15293,0.024391,-9.704298,-0.003737,0.007765,0.00134
0.16086,0.039055,-9.72809,-0.003908,0.009269,0.002066
0.160711,0.028132,-9.717167,-0.006959,0.00743,0.001769
0.153827,0.038457,-9.723152,-0.006682,0.008091,-7e-05
0.141707,0.032771,-9.703849,-0.007688,0.00922,0.002372
0.152181,0.03307,-9.720758,-0.00742,0.009426,-0.000425
0.151583,0.030526,-9.72824,-0.004027,0.007713,0.002694
0.151882,0.03726,-9.716419,-0.007178,0.011675,0.00302
0.154875,0.035165,-9.739463,-0.005423,0.007228,0.002359
0.162955,0.04145,-9.769091,-0.004873,0.009618,0.001498
0.174777,0.035314,-9.731382,-0.005898,0.008992,0.000357
0.149189,0.036362,-9.757719,-0.006444,0.009428,0.002505
0.153079,0.032471,-9.748142,-0.005499,0.009496,0.001925
0.161309,0.038008,-9.739163,-0.004233,0.009361,0.004756
0.150236,0.038756,-9.745448,-0.006709,0.007576,3.9e-05
0.159065,0.039804,-9.728539,-0.004918,0.010385,0.000876
0.159663,0.033668,-9.758167,-0.005094,0.012022,0.000756
0.147992,0.037709,-9.768043,-0.00323,0.008156,0.001233
0.162058,0.031274,-9.735423,-0.003223,0.010003,0.00234
0.156072,0.038158,-9.753678,-0.00495,0.008995,0.001443
0.148441,0.027683,-9.734375,-0.004143,0.005477,0.002258
0.159364,0.035614,-9.749937,-0.007789,0.005565,-0.001795
0.169988,0.031873,-9.740061,-0.001635,0.005843,0.004519
0.151583,0.036512,-9.748441,-0.003741,0.008752,-0.001827
0.150984,0.037709,-9.747394,-0.005393,0.007491,-0.000423
0.155773,0.039804,-9.740361,-0.005252,0.004874,0.001348
0.160262,0.02888,-9.742605,-0.006462,0.009547,0.003733
0.154426,0.039504,-9.735123,-0.004856,0.009965,0.002421
0.162357,0.029479,-9.726594,-0.005494,0.008228,0.00469
0.154875,0.040552,-9.709984,-0.006128,0.008497,0.002999
0.149338,0.026935,-9.719411,-0.008696,0.007584,-0.000533
0.158167,0.047285,-9.726893,-0.006562,0.008623,0.002513
0.154127,0.036661,-9.729138,-0.006461,0.007769,0.001314
0.157269,0.040402,-9.727641,-0.003965,0.007459,0.002018
0.151433,0.03696,-9.71986,-0.004413,0.00619,-0.000805
0.162207,0.032621,-9.735572,-0.001686,0.006181,0.002619
0.154576,0.034716,-9.72824,-0.007316,0.008392,0.002317
0.149189,0.028132,-9.730036,-0.006639,0.008763,-8.2e-05
0.162058,0.03696,-9.713126,-0.007962,0.0091,-0.000464
0.156521,0.027084,-9.725098,-0.005219,0.009558,0.000949
0.154127,0.035165,-9.752631,-0.006104,0.008071,0.003851
0.166098,0.032022,-9.72001,-0.006853,0.009191,-0.001172
0.147243,0.043694,-9.740809,-0.005801,0.008502,0.001515
0.15697,0.036362,-9.767146,-0.005906,0.008913,0.002148
0.151134,0.038607,-9.745149,-0.007636,0.009046,0.001248
0.152181,0.03292,-9.749189,-0.004545,0.008159,0.003854
0.159813,0.032621,-9.738864,-0.00563,0.008327,0.001978
0.149338,0.03292,-9.756072,-0.006014,0.009795,0.001342
0.157868,0.033668,-9.751284,-0.006726,0.010761,0.002481
0.149189,0.043844,-9.74874,-0.004024,0.008198,0.003742
0.150087,0.02469,-9.734525,-0.008233,0.009456,-0.000759
0.147543,0.030975,-9.742605,-0.005819,0.007353,0.003205
0.155324,0.039055,-9.762956,-0.005058,0.007516,0.000749
0.155922,0.040103,-9.754127,-0.004771,0.008535,0.001158
0.161908,0.027833,-9.734824,-0.006813,0.00797,0.002334
0.158765,0.040103,-9.727791,-0.004025,0.007945,-0.000568
0.163255,0.030077,-9.735273,-0.006469,0.008769,0.00211
0.155773,0.038906,-9.755474,-0.006422,0.00697,-0.002592
0.155174,0.028132,-9.736171,-0.005319,0.009381,-0.000321
0.150685,0.036512,-9.741707,-0.005052,0.010044,-3e-06
0.151882,0.025588,-9.728539,-0.003388,0.009891,0.001724
0.153977,0.023792,-9.743353,-0.005595,0.007155,0.004126
0.16086,0.038756,-9.730634,-0.004877,0.007532,0.001322
0.151433,0.032621,-9.710433,-0.007082,0.008049,0.000226
0.155773,0.034866,-9.718513,-0.007297,0.007754,0.000873
0.160112,0.030227,-9.724499,-0.003562,0.007954,0.001029
0.162506,0.025887,-9.722853,-0.004156,0.00753,0.003169
0.146645,0.037858,-9.726145,-0.003277,0.009609,0.003994
0.16505,0.025588,-9.717915,-0.005684,0.008115,0.001489
0.154127,0.033668,-9.729886,-0.007279,0.00878,0.002485
0.159214,0.031125,-9.718813,-0.003618,0.006267,-0.000436
0.158765,0.044143,-9.732729,-0.00671,0.007281,0.004736
0.149338,0.029928,-9.723601,-0.006711,0.006419,0.002151
0.150535,0.031873,-9.719112,-0.005973,0.008924,-0.000445
0.152032,0.039355,-9.740211,-0.003414,0.009084,0.000745
0.154875,0.030975,-9.729138,-0.006548,0.008355,0.002008
0.155174,0.027833,-9.741857,-0.006384,0.008988,-0.000147
0.160561,0.030077,-9.749937,-0.005847,0.007267,0.002661
0.149787,0.028132,-9.728838,-0.005388,0.007106,0.000125
0.153079,0.037709,-9.743204,-0.00666,0.009465,0.001662
0.15278,0.028282,-9.761609,-0.002881,0.010943,0.001661
0.156521,0.026635,-9.739163,-0.006457,0.008579,0.001763
0.157718,0.029479,-9.74485,-0.002743,0.007174,0.001417
0.153977,0.036063,-9.745299,-0.004785,0.007643,0.001264
0.159065,0.03322,-9.736919,-0.004601,0.009726,0.000782
0.154725,0.033668,-9.749189,-0.003672,0.008069,0.001736
0.159663,0.036362,-9.74051,-0.005762,0.008876,-0.001307
0.159514,0.035614,-9.753678,-0.007718,0.007979,0.003783
0.154426,0.030376,-9.740061,-0.00615,0.007491,0.002019
0.158616,0.035464,-9.748441,-0.0068,0.007432,-0.000365
0.161309,0.028282,-9.734824,-0.008623,0.00945,0.002312
0.155473,0.039654,-9.739163,-0.004736,0.008273,0.001522
0.162955,0.027833,-9.73662,-0.007042,0.011857,0.001701
0.16116,0.036212,-9.734375,-0.001959,0.008951,0.001007
0.15278,0.02484,-9.727342,-0.007262,0.008859,0.003042
0.153977,0.041599,-9.715371,-0.004908,0.006182,0.000965
0.158616,0.031723,-9.734974,-0.003853,0.009249,0.000277
0.147543,0.026486,-9.724798,-0.007642,0.008077,0.000166
0.162656,0.031424,-9.732729,-0.006428,0.009595,0.000748
0.154127,0.035015,-9.713575,-0.005585,0.00783,0.001777
0.145897,0.036063,-9.717466,-0.007395,0.009211,0.001976
0.146346,0.023044,-9.70759,-0.007925,0.007623,0.003479
0.157419,0.039953,-9.714473,-0.007307,0.008183,0.002541
0.156671,0.038008,-9.743952,-0.006184,0.007398,0.002494
0.158765,0.046986,-9.727791,-0.007427,0.008904,-0.000344
0.154276,0.035464,-9.730634,-0.005653,0.00993,0.00059
0.152032,0.03711,-9.713875,-0.005377,0.006687,0.003349
0.153977,0.025588,-9.712229,-0.006584,0.007985,0.002371
0.163404,0.03696,-9.752332,-0.005391,0.01185,0.001507
0.151583,0.034117,-9.721656,-0.005337,0.006153,0.001597
0.153827,0.04534,-9.740061,-0.005574,0.007981,0.003925
0.153229,0.035614,-9.747693,-0.003935,0.008781,0.000213
0.153528,0.033519,-9.745598,-0.007424,0.008719,0.002658
0.147243,0.033818,-9.755175,-0.004301,0.0106,8.1e-05
0.161908,0.027683,-9.745747,-0.005534,0.005736,0.003372
0.154426,0.033668,-9.741109,-0.006673,0.011354,0.001969
0.155174,0.035464,-9.747842,-0.005724,0.009038,0.001833
0.150984,0.030825,-9.749189,-0.001976,0.008086,1.4e-05
0.152331,0.033968,-9.753529,-0.004088,0.009793,-0.000786
0.157568,0.032471,-9.725846,-0.005566,0.01004,0.001092
0.15293,0.036212,-9.739612,-0.006017,0.00785,0.001411
0.158915,0.025887,-9.753379,-0.005775,0.009412,0.000844
0.153379,0.04968,-9.736919,-0.007126,0.007775,-0.000942
0.154725,0.034566,-9.763105,-0.005977,0.008666,0.001862
0.158616,0.041599,-9.754875,-0.005112,0.008023,0.002524
0.158466,0.030975,-9.741857,-0.002469,0.008257,0.003059
0.152331,0.038906,-9.734225,-0.006115,0.009813,-0.001011
0.15293,0.044592,-9.716119,-0.007228,0.009613,0.003009
0.150386,0.033519,-9.724798,-0.003859,0.005126,0.002826
0.151733,0.032621,-9.750985,-0.006726,0.007394,0.001784
0.157868,0.037709,-9.737817,-0.00667,0.006905,-0.000363
0.156521,0.039504,-9.721357,-0.00323,0.008892,-0.000956
0.149937,0.036362,-9.722404,-0.006734,0.008928,-6.5e-05
0.158915,0.03711,-9.727492,-0.005185,0.005379,0.000588
0.161908,0.042796,-9.726444,-0.007667,0.007629,0.000895
0.140061,0.031723,-9.714922,-0.004785,0.007354,0.002034
0.150386,0.036063,-9.725696,-0.005814,0.00517,-0.000164
0.157269,0.034417,-9.742306,-0.005714,0.00802,0.001987
0.158915,0.035165,-9.715371,-0.006169,0.010344,0.002923
0.153229,0.030077,-9.73662,-0.007093,0.009386,0.003109
0.161758,0.031424,-9.732729,-0.006802,0.008971,1e-05
0.155623,0.038607,-9.740959,-0.004687,0.006902,-0.000646
0.158017,0.035015,-9.751434,-0.005205,0.008927,0.00127
0.155324,0.031873,-9.722254,-0.004423,0.006595,-0.000174
0.153229,0.031125,-9.747394,-0.007734,0.008714,-0.001105
0.153977,0.029179,-9.757419,-0.004684,0.009225,0.000998
0.156521,0.036362,-9.745299,-0.006433,0.01197,4.4e-05
0.160412,0.036212,-9.742156,-0.006146,0.007045,0.000214
0.158616,0.031873,-9.741109,-0.005957,0.009382,0.003214
0.163105,0.033519,-9.755175,-0.004706,0.009868,0.002484
0.146046,0.029179,-9.746945,-0.005473,0.008983,0.003263
0.15682,0.034267,-9.750686,-0.007481,0.007929,-0.00032
0.156371,0.033519,-9.744101,-0.007997,0.008283,-0.000393
0.149488,0.034267,-9.737069,-0.002743,0.010082,0.001674
0.155324,0.033968,-9.72839,-0.007058,0.007826,-0.002031
0.154426,0.033818,-9.759065,-0.007753,0.009251,0.005165
0.154576,0.037858,-9.754726,-0.007787,0.006331,0.001698
0.160711,0.038756,-9.739762,-0.006914,0.00854,0.002895
0.154426,0.038158,-9.726594,-0.004159,0.008768,0.002034
0.157868,0.031574,-9.739163,-0.006413,0.009395,0.002806
0.153379,0.035015,-9.727791,-0.00581,0.008485,0.002556
0.151583,0.029179,-9.735572,-0.00697,0.00889,0.000294
0.149787,0.039355,-9.736171,-0.003301,0.008921,0.000145
0.156671,0.025738,-9.7239,-0.004461,0.008745,0.001591
0.150685,0.030975,-9.724649,-0.005189,0.008994,0.004879
0.154127,0.032771,-9.723451,-0.00617,0.009674,-0.00239
0.162058,0.033818,-9.719411,-0.007884,0.010835,-0.002396
0.150835,0.029928,-9.725846,-0.006455,0.009235,0.001265
0.15293,0.034117,-9.743952,-0.0068,0.007453,0.004326
0.153079,0.03307,-9.698761,-0.007598,0.008064,0.00254
0.150087,0.034716,-9.72824,-0.007222,0.009997,-0.000296
0.151284,0.033668,-9.762357,-0.005212,0.008507,0.000726
0.157568,0.041749,-9.72824,-0.006132,0.007261,0.00043
0.161758,0.034267,-9.742755,-0.007133,0.007741,0.00302
0.151583,0.031873,-9.751883,-0.002891,0.010629,0.002926
0.153229,0.036512,-9.729886,-0.004996,0.007908,0.00273
0.16086,0.03307,-9.742904,-0.005593,0.008008,0.000883
0.143203,0.03726,-9.734674,-0.005407,0.008529,0.000397
0.152032,0.032471,-9.752631,-0.004206,0.00849,0.000268
0.157868,0.023044,-9.755923,-0.005619,0.009932,0.00375
0.154576,0.034117,-9.734974,-0.005348,0.008092,0.001425
0.165499,0.036362,-9.760262,-0.006658,0.009245,0.001146
0.155773,0.03696,-9.750237,-0.006412,0.008294,0.001651
0.153079,0.036512,-9.758766,-0.003281,0.007945,0.000885
0.153229,0.032022,-9.744101,-0.004012,0.011579,0.000927
0.15697,0.031274,-9.743503,-0.00493,0.007713,0.000185
0.153827,0.027833,-9.75308,-0.007928,0.006241,0.000758
0.161309,0.033519,-9.748591,-0.005245,0.007482,-4.3e-05
0.146346,0.023792,-9.754576,-0.005039,0.007196,0.001753
0.143802,0.029479,-9.737368,-0.003998,0.008653,0.002654
0.158765,0.031424,-9.727641,-0.002049,0.006635,0.004206
0.151882,0.033968,-9.725696,-0.008427,0.007147,-0.002145
0.158915,0.04115,-9.749488,-0.004273,0.007333,0.002376
0.153678,0.036212,-9.739463,-0.00432,0.010017,0.002682
0.152181,0.037709,-9.739163,-0.006868,0.008351,-0.000476
0.15278,0.041599,-9.732879,-0.00503,0.008115,0.002139
0.159214,0.029928,-9.737817,-0.005871,0.007458,0.000655
0.155025,0.047734,-9.737817,-0.00599,0.009831,0.000923
0.159813,0.02903,-9.719112,-0.005434,0.008263,0.000827
0.155773,0.030975,-9.71597,-0.006436,0.00712,0.001261
0.162806,0.033668,-9.734525,-0.003972,0.00721,0.003363
0.156222,0.024989,-9.719262,-0.004634,0.008548,0.001621
0.149937,0.043993,-9.735722,-0.006226,0.006518,0.00295
0.154576,0.025887,-9.725846,-0.005248,0.008816,0.000896
0.156521,0.044442,-9.735423,-0.006664,0.010869,0.001776
0.164302,0.030227,-9.734375,-0.007913,0.008225,0.0002
0.148291,0.039205,-9.72839,-0.007884,0.007434,-0.001363
0.150685,0.032471,-9.714922,-0.004957,0.009239,0.00059
0.155025,0.038756,-9.737817,-0.006438,0.010238,0.001242
0.163554,0.034866,-9.725397,-0.007384,0.008485,0.00288
0.163404,0.039654,-9.758018,-0.007348,0.009031,0.001766
0.162357,0.036212,-9.741408,-0.006779,0.008225,0.000741
0.157119,0.030975,-9.739612,-0.006661,0.007352,-2.6e-05
0.155623,0.029329,-9.73662,-0.005168,0.010726,0.003253
0.156671,0.02873,-9.740361,-0.00764,0.009707,0.00105
0.152481,0.033668,-9.747543,-0.005927,0.008023,0.001389
0.164003,0.031424,-9.752481,-0.003442,0.007327,-0.000933
0.149638,0.042796,-9.743952,-0.005612,0.00753,-0.00045
0.160711,0.026635,-9.747693,-0.007273,0.009434,0.002624
0.158616,0.039355,-9.737667,-0.005108,0.007929,0.002468
0.161309,0.040402,-9.743952,-0.004338,0.008172,0.002018
0.158466,0.026935,-9.749189,-0.008717,0.009154,0.001081
0.152032,0.02484,-9.752182,-0.00671,0.009847,0.00186
0.151284,0.0413,-9.746346,-0.006784,0.005869,0.000177
0.15278,0.03292,-9.745448,-0.005776,0.007958,0.002446
0.155025,0.032621,-9.727342,-0.004022,0.007956,0.002949
0.150984,0.029329,-9.733477,-0.006257,0.006872,-0.001108
0.142006,0.03696,-9.726295,-0.005648,0.010008,0.002257
0.146794,0.035763,-9.733178,-0.003808,0.00843,0.002683
0.14859,0.035165,-9.726594,-0.005968,0.010826,0.002745
0.148141,0.032471,-9.733178,-0.006527,0.006594,-0.000581
0.15278,0.038457,-9.724499,-0.005988,0.00714,0.003196
0.154725,0.03711,-9.712977,-0.003286,0.007484,0.001568
0.166098,0.021847,-9.703699,-0.007392,0.007426,0.00126
0.147094,0.04145,-9.714773,-0.006425,0.008408,0.001153
0.158017,0.0208,-9.719112,-0.001763,0.008014,0.001975
0.157718,0.048034,-9.717466,-0.005163,0.008763,0.001454
0.152181,0.021548,-9.727342,-0.005725,0.008314,0.000804
0.158466,0.056264,-9.726444,-0.007229,0.010094,0.001202
0.146645,0.02469,-9.742455,-0.003524,0.007055,0.000568
0.150236,0.048034,-9.719262,-0.005826,0.007611,0.003255
0.155324,0.030227,-9.743054,-0.006114,0.006733,0.001659
0.163255,0.031424,-9.751583,-0.002963,0.008967,0.000755
0.155025,0.030077,-9.737817,-0.003401,0.009884,0.001526
0.158616,0.030077,-9.767295,-0.005445,0.010373,9e-05
0.154576,0.038008,-9.749488,-0.008336,0.008006,0.001477
0.161459,0.035763,-9.744999,-0.004834,0.011077,-0.000282
0.147393,0.03711,-9.753978,-0.005883,0.010803,0.002251
0.158017,0.035763,-9.747394,-0.004294,0.008699,0.001418
0.151583,0.038607,-9.739762,-0.006528,0.009701,0.002173
0.15682,0.033519,-9.734974,-0.005599,0.007805,0.001116
0.156371,0.038307,-9.753978,-0.006784,0.009493,-0.000188
0.150236,0.036212,-9.751583,-0.007274,0.010756,0.000727
0.16086,0.035464,-9.737517,-0.007873,0.007941,0.002162
0.159364,0.026486,-9.750237,-0.005912,0.006773,0.002458
0.154426,0.029179,-9.753529,-0.004751,0.009572,-0.000413
0.150087,0.026935,-9.740959,-0.005187,0.008811,0.002783
0.153079,0.035165,-9.745299,-0.006252,0.006465,0.000388
0.14455,0.042347,-9.742007,-0.00518,0.009775,0.001319
0.150984,0.034866,-9.724499,-0.003378,0.007468,-0.000181
0.145298,0.035763,-9.739014,-0.004148,0.008285,0.000459
0.153827,0.025289,-9.725098,-0.002135,0.009192,0.002587
0.148441,0.039205,-9.712079,-0.004679,0.009005,0.001594
0.151134,0.031274,-9.722703,-0.003922,0.007783,-0.000302
0.158915,0.034117,-9.717915,-0.004487,0.006649,-0.000187
0.148441,0.032471,-9.744999,-0.005776,0.009937,0.002156
0.158317,0.034866,-9.733926,-0.006848,0.010129,0.001584
0.150835,0.030975,-9.721506,-0.004561,0.008391,7.1e-05
0.154875,0.029329,-9.733477,-0.004183,0.008015,0.003438
0.16086,0.035614,-9.727043,-0.005271,0.008262,0.002172
0.153229,0.034566,-9.741109,-0.005037,0.008587,0.000724
0.156072,0.030825,-9.712229,-0.006122,0.005912,-0.000144
0.151882,0.034417,-9.72824,-0.006819,0.010646,0.000775
0.153229,0.029928,-9.748142,-0.008744,0.008432,-2.2e-05
0.158017,0.037409,-9.737667,-0.005923,0.009058,0.000916
0.153079,0.030077,-9.738864,-0.004338,0.008911,-0.000372
0.164751,0.043245,-9.748142,-0.006875,0.007758,0.003327
0.160112,0.035763,-9.735572,-0.006524,0.010327,0.001444
0.151284,0.043694,-9.741109,-0.002937,0.008932,0.002628
0.158317,0.013467,-9.746496,-0.004782,0.008665,0.001759
0.148141,0.044592,-9.750536,-0.007341,0.00732,0.003016
0.155773,0.029778,-9.751583,-0.004836,0.00868,0.000774
0.155025,0.034566,-9.747094,-0.007428,0.009407,0.00021
0.155473,0.030227,-9.755025,-0.007469,0.009142,0.002576
0.162806,0.035614,-9.740361,-0.006629,0.006992,0.00074
0.147692,0.029628,-9.749937,-0.00477,0.010316,-0.000146
0.150087,0.034866,-9.735722,-0.007384,0.007456,0.001875
0.158915,0.030077,-9.740361,-0.004878,0.009058,0.003317
0.157568,0.03322,-9.743204,-0.005653,0.008864,0.002225
0.15682,0.027982,-9.747992,-0.006501,0.010022,0.00149
0.159214,0.042048,-9.73647,-0.007371,0.008666,6.3e-05
0.15263,0.030376,-9.738116,-0.006581,0.007238,0.003425
0.152331,0.036212,-9.729587,-0.005932,0.010567,0.001438
0.146346,0.035015,-9.726744,-0.006268,0.007802,0.002519
0.152481,0.038607,-9.714324,-0.005309,0.006897,0.001275
0.156671,0.027833,-9.728539,-0.008136,0.007786,0.000758
0.16535,0.031723,-9.729437,-0.005204,0.007058,0.002842
0.152032,0.026336,-9.712977,-0.006601,0.009474,0.002302
